t	amplitude xerr yerr
100.4	0.144 0.0008 0.008
100.5	0.144 0.0008 0.008
100.5	0.143 0.0008 0.008
100.5	0.140 0.0008 0.008
100.6	0.137 0.0008 0.008
100.6	0.132 0.0008 0.008
100.6	0.127 0.0008 0.008
100.7	0.120 0.0008 0.008
100.7	0.112 0.0008 0.008
100.7	0.104 0.0008 0.008
100.8	9.479E-2 0.0008 0.008
100.8	8.483E-2 0.0008 0.008
100.8	7.487E-2 0.0008 0.008
100.9	6.365E-2 0.0008 0.008
100.9	5.216E-2 0.0008 0.008
100.9	4.044E-2 0.0008 0.008
101.0	2.824E-2 0.0008 0.008
101.0	1.596E-2 0.0008 0.008
101.0	3.457E-3 0.0008 0.008
101.1	-9.005E-3 0.0008 0.008
101.1	-2.115E-2 0.0008 0.008
101.1	-3.386E-2 0.0008 0.008
101.2	-4.589E-2 0.0008 0.008
101.2	-5.767E-2 0.0008 0.008
101.2	-6.877E-2 0.0008 0.008
101.3	-7.955E-2 0.0008 0.008
101.3	-8.915E-2 0.0008 0.008
101.3	-9.836E-2 0.0008 0.008
101.4	-0.107 0.0008 0.008
101.4	-0.115 0.0008 0.008
101.4	-0.123 0.0008 0.008
101.5	-0.129 0.0008 0.008
101.5	-0.134 0.0008 0.008
101.5	-0.139 0.0008 0.008
101.6	-0.142 0.0008 0.008
101.6	-0.144 0.0008 0.008
101.6	-0.144 0.0008 0.008
101.7	-0.144 0.0008 0.008
101.7	-0.143 0.0008 0.008
101.7	-0.140 0.0008 0.008
101.8	-0.137 0.0008 0.008
101.8	-0.133 0.0008 0.008
101.8	-0.127 0.0008 0.008
101.9	-0.121 0.0008 0.008
101.9	-0.114 0.0008 0.008
101.9	-0.106 0.0008 0.008
102.0	-9.684E-2 0.0008 0.008
102.0	-8.715E-2 0.0008 0.008
102.0	-7.705E-2 0.0008 0.008
102.1	-6.593E-2 0.0008 0.008
102.1	-5.453E-2 0.0008 0.008
102.1	-4.312E-2 0.0008 0.008
102.2	-3.077E-2 0.0008 0.008
102.2	-1.861E-2 0.0008 0.008
102.2	-6.634E-3 0.0008 0.008
102.3	6.154E-3 0.0008 0.008
102.3	1.844E-2 0.0008 0.008
102.3	3.056E-2 0.0008 0.008
102.4	4.235E-2 0.0008 0.008
102.4	5.431E-2 0.0008 0.008
102.4	6.589E-2 0.0008 0.008
102.5	7.674E-2 0.0008 0.008
102.5	8.655E-2 0.0008 0.008
102.5	9.629E-2 0.0008 0.008
102.6	0.105 0.0008 0.008
102.6	0.113 0.0008 0.008
102.6	0.121 0.0008 0.008
102.7	0.127 0.0008 0.008
102.7	0.132 0.0008 0.008
102.7	0.136 0.0008 0.008
102.8	0.139 0.0008 0.008
102.8	0.141 0.0008 0.008
102.8	0.142 0.0008 0.008
102.9	0.143 0.0008 0.008
102.9	0.142 0.0008 0.008
102.9	0.140 0.0008 0.008
103.0	0.136 0.0008 0.008
103.0	0.133 0.0008 0.008
103.0	0.128 0.0008 0.008
103.1	0.121 0.0008 0.008
103.1	0.115 0.0008 0.008
103.1	0.107 0.0008 0.008
103.2	9.840E-2 0.0008 0.008
103.2	8.921E-2 0.0008 0.008
103.2	7.933E-2 0.0008 0.008
103.3	6.880E-2 0.0008 0.008
103.3	5.787E-2 0.0008 0.008
103.3	4.633E-2 0.0008 0.008
103.4	3.427E-2 0.0008 0.008
103.4	2.200E-2 0.0008 0.008
103.4	9.779E-3 0.0008 0.008
103.5	-2.180E-3 0.0008 0.008
103.5	-1.454E-2 0.0008 0.008
103.5	-2.640E-2 0.0008 0.008
103.6	-3.842E-2 0.0008 0.008
103.6	-5.044E-2 0.0008 0.008
103.6	-6.194E-2 0.0008 0.008
103.7	-7.275E-2 0.0008 0.008
103.7	-8.298E-2 0.0008 0.008
103.7	-9.321E-2 0.0008 0.008
103.8	-0.102 0.0008 0.008
103.8	-0.110 0.0008 0.008
103.8	-0.118 0.0008 0.008
103.9	-0.124 0.0008 0.008
103.9	-0.130 0.0008 0.008
103.9	-0.134 0.0008 0.008
104.0	-0.138 0.0008 0.008
104.0	-0.140 0.0008 0.008
104.0	-0.142 0.0008 0.008
104.1	-0.142 0.0008 0.008
104.1	-0.142 0.0008 0.008
104.1	-0.140 0.0008 0.008
104.2	-0.137 0.0008 0.008
104.2	-0.133 0.0008 0.008
104.2	-0.128 0.0008 0.008
104.3	-0.122 0.0008 0.008
104.3	-0.115 0.0008 0.008
104.3	-0.108 0.0008 0.008
104.4	-9.919E-2 0.0008 0.008
104.4	-9.001E-2 0.0008 0.008
104.4	-8.035E-2 0.0008 0.008
104.5	-6.970E-2 0.0008 0.008
104.5	-5.873E-2 0.0008 0.008
104.5	-4.776E-2 0.0008 0.008
104.6	-3.592E-2 0.0008 0.008
104.6	-2.403E-2 0.0008 0.008
104.6	-1.203E-2 0.0008 0.008
104.7	2.715E-4 0.0008 0.008
104.7	1.225E-2 0.0008 0.008
104.7	2.432E-2 0.0008 0.008
104.8	3.629E-2 0.0008 0.008
104.8	4.791E-2 0.0008 0.008
104.8	5.940E-2 0.0008 0.008
104.9	6.979E-2 0.0008 0.008
104.9	8.038E-2 0.0008 0.008
104.9	9.024E-2 0.0008 0.008
105.0	9.927E-2 0.0008 0.008
105.0	0.108 0.0008 0.008
105.0	0.115 0.0008 0.008
105.1	0.122 0.0008 0.008
105.1	0.128 0.0008 0.008
105.1	0.132 0.0008 0.008
105.2	0.136 0.0008 0.008
105.2	0.139 0.0008 0.008
105.2	0.140 0.0008 0.008
105.3	0.141 0.0008 0.008
105.3	0.141 0.0008 0.008
105.3	0.139 0.0008 0.008
105.4	0.136 0.0008 0.008
105.4	0.133 0.0008 0.008
105.4	0.128 0.0008 0.008
105.5	0.123 0.0008 0.008
105.5	0.117 0.0008 0.008
105.5	0.109 0.0008 0.008
105.6	0.101 0.0008 0.008
105.6	9.253E-2 0.0008 0.008
105.6	8.332E-2 0.0008 0.008
105.7	7.279E-2 0.0008 0.008
105.7	6.209E-2 0.0008 0.008
105.7	5.090E-2 0.0008 0.008
105.8	3.926E-2 0.0008 0.008
105.8	2.760E-2 0.0008 0.008
105.8	1.546E-2 0.0008 0.008
105.9	3.255E-3 0.0008 0.008
105.9	-8.802E-3 0.0008 0.008
105.9	-2.102E-2 0.0008 0.008
106.0	-3.300E-2 0.0008 0.008
106.0	-4.515E-2 0.0008 0.008
106.0	-5.640E-2 0.0008 0.008
106.1	-6.722E-2 0.0008 0.008
106.1	-7.773E-2 0.0008 0.008
106.1	-8.788E-2 0.0008 0.008
106.2	-9.759E-2 0.0008 0.008
106.2	-0.106 0.0008 0.008
106.2	-0.113 0.0008 0.008
106.3	-0.120 0.0008 0.008
106.3	-0.126 0.0008 0.008
106.3	-0.131 0.0008 0.008
106.4	-0.135 0.0008 0.008
106.4	-0.138 0.0008 0.008
106.4	-0.140 0.0008 0.008
106.5	-0.141 0.0008 0.008
106.5	-0.141 0.0008 0.008
106.5	-0.140 0.0008 0.008
106.6	-0.137 0.0008 0.008
106.6	-0.134 0.0008 0.008
106.6	-0.130 0.0008 0.008
106.7	-0.124 0.0008 0.008
106.7	-0.118 0.0008 0.008
106.7	-0.111 0.0008 0.008
106.8	-0.103 0.0008 0.008
106.8	-9.384E-2 0.0008 0.008
106.8	-8.487E-2 0.0008 0.008
106.9	-7.427E-2 0.0008 0.008
106.9	-6.373E-2 0.0008 0.008
106.9	-5.247E-2 0.0008 0.008
107.0	-4.097E-2 0.0008 0.008
107.0	-2.919E-2 0.0008 0.008
107.0	-1.737E-2 0.0008 0.008
107.1	-5.038E-3 0.0008 0.008
107.1	6.920E-3 0.0008 0.008
107.1	1.885E-2 0.0008 0.008
107.2	3.103E-2 0.0008 0.008
107.2	4.257E-2 0.0008 0.008
107.2	5.384E-2 0.0008 0.008
107.3	6.459E-2 0.0008 0.008
107.3	7.493E-2 0.0008 0.008
107.3	8.508E-2 0.0008 0.008
107.4	9.412E-2 0.0008 0.008
107.4	0.103 0.0008 0.008
107.4	0.110 0.0008 0.008
107.5	0.117 0.0008 0.008
107.5	0.123 0.0008 0.008
107.5	0.128 0.0008 0.008
107.6	0.133 0.0008 0.008
107.6	0.136 0.0008 0.008
107.6	0.138 0.0008 0.008
107.7	0.139 0.0008 0.008
107.7	0.140 0.0008 0.008
107.7	0.139 0.0008 0.008
107.8	0.137 0.0008 0.008
107.8	0.134 0.0008 0.008
107.8	0.130 0.0008 0.008
107.9	0.125 0.0008 0.008
107.9	0.119 0.0008 0.008
107.9	0.112 0.0008 0.008
108.0	0.105 0.0008 0.008
108.0	9.629E-2 0.0008 0.008
108.0	8.712E-2 0.0008 0.008
108.1	7.740E-2 0.0008 0.008
108.1	6.678E-2 0.0008 0.008
108.1	5.584E-2 0.0008 0.008
108.2	4.477E-2 0.0008 0.008
108.2	3.331E-2 0.0008 0.008
108.2	2.152E-2 0.0008 0.008
108.3	9.405E-3 0.0008 0.008
108.3	-2.871E-3 0.0008 0.008
108.3	-1.498E-2 0.0008 0.008
108.4	-2.685E-2 0.0008 0.008
108.4	-3.851E-2 0.0008 0.008
108.4	-4.979E-2 0.0008 0.008
108.5	-6.051E-2 0.0008 0.008
108.5	-7.117E-2 0.0008 0.008
108.5	-8.120E-2 0.0008 0.008
108.6	-9.086E-2 0.0008 0.008
108.6	-9.933E-2 0.0008 0.008
108.6	-0.107 0.0008 0.008
108.7	-0.114 0.0008 0.008
108.7	-0.121 0.0008 0.008
108.7	-0.126 0.0008 0.008
108.8	-0.130 0.0008 0.008
108.8	-0.134 0.0008 0.008
108.8	-0.137 0.0008 0.008
108.9	-0.138 0.0008 0.008
108.9	-0.139 0.0008 0.008
108.9	-0.138 0.0008 0.008
109.0	-0.136 0.0008 0.008
109.0	-0.134 0.0008 0.008
109.0	-0.130 0.0008 0.008
109.1	-0.125 0.0008 0.008
109.1	-0.120 0.0008 0.008
109.1	-0.113 0.0008 0.008
109.2	-0.105 0.0008 0.008
109.2	-9.717E-2 0.0008 0.008
109.2	-8.816E-2 0.0008 0.008
109.3	-7.857E-2 0.0008 0.008
109.3	-6.833E-2 0.0008 0.008
109.3	-5.748E-2 0.0008 0.008
109.4	-4.641E-2 0.0008 0.008
109.4	-3.492E-2 0.0008 0.008
109.4	-2.331E-2 0.0008 0.008
109.5	-1.115E-2 0.0008 0.008
109.5	7.265E-4 0.0008 0.008
109.5	1.277E-2 0.0008 0.008
109.6	2.442E-2 0.0008 0.008
109.6	3.571E-2 0.0008 0.008
109.6	4.756E-2 0.0008 0.008
109.7	5.850E-2 0.0008 0.008
109.7	6.905E-2 0.0008 0.008
109.7	7.888E-2 0.0008 0.008
109.8	8.836E-2 0.0008 0.008
109.8	9.776E-2 0.0008 0.008
109.8	0.105 0.0008 0.008
109.9	0.113 0.0008 0.008
109.9	0.120 0.0008 0.008
109.9	0.125 0.0008 0.008
110.0	0.130 0.0008 0.008
110.0	0.133 0.0008 0.008
110.0	0.136 0.0008 0.008
110.1	0.137 0.0008 0.008
110.1	0.138 0.0008 0.008
110.1	0.137 0.0008 0.008
110.2	0.136 0.0008 0.008
110.2	0.133 0.0008 0.008
110.2	0.130 0.0008 0.008
110.3	0.126 0.0008 0.008
110.3	0.120 0.0008 0.008
110.3	0.114 0.0008 0.008
110.4	0.107 0.0008 0.008
110.4	9.897E-2 0.0008 0.008
110.4	9.077E-2 0.0008 0.008
110.5	8.165E-2 0.0008 0.008
110.5	7.207E-2 0.0008 0.008
110.5	6.142E-2 0.0008 0.008
110.6	5.073E-2 0.0008 0.008
110.6	3.951E-2 0.0008 0.008
110.6	2.798E-2 0.0008 0.008
110.7	1.602E-2 0.0008 0.008
110.7	3.932E-3 0.0008 0.008
110.7	-8.031E-3 0.0008 0.008
110.8	-2.019E-2 0.0008 0.008
110.8	-3.175E-2 0.0008 0.008
110.8	-4.318E-2 0.0008 0.008
110.9	-5.442E-2 0.0008 0.008
110.9	-6.511E-2 0.0008 0.008
110.9	-7.480E-2 0.0008 0.008
111.0	-8.477E-2 0.0008 0.008
111.0	-9.378E-2 0.0008 0.008
111.0	-0.102 0.0008 0.008
111.1	-0.110 0.0008 0.008
111.1	-0.117 0.0008 0.008
111.1	-0.122 0.0008 0.008
111.2	-0.128 0.0008 0.008
111.2	-0.131 0.0008 0.008
111.2	-0.134 0.0008 0.008
111.3	-0.136 0.0008 0.008
111.3	-0.137 0.0008 0.008
111.3	-0.136 0.0008 0.008
111.4	-0.135 0.0008 0.008
111.4	-0.133 0.0008 0.008
111.4	-0.130 0.0008 0.008
111.5	-0.125 0.0008 0.008
111.5	-0.120 0.0008 0.008
111.5	-0.114 0.0008 0.008
111.6	-0.107 0.0008 0.008
111.6	-9.908E-2 0.0008 0.008
111.6	-9.076E-2 0.0008 0.008
111.7	-8.156E-2 0.0008 0.008
111.7	-7.191E-2 0.0008 0.008
111.7	-6.179E-2 0.0008 0.008
111.8	-5.145E-2 0.0008 0.008
111.8	-3.995E-2 0.0008 0.008
111.8	-2.874E-2 0.0008 0.008
111.9	-1.726E-2 0.0008 0.008
111.9	-5.183E-3 0.0008 0.008
111.9	6.850E-3 0.0008 0.008
112.0	1.873E-2 0.0008 0.008
112.0	3.058E-2 0.0008 0.008
112.0	4.175E-2 0.0008 0.008
112.1	5.295E-2 0.0008 0.008
112.1	6.362E-2 0.0008 0.008
112.1	7.365E-2 0.0008 0.008
112.2	8.328E-2 0.0008 0.008
112.2	9.253E-2 0.0008 0.008
112.2	0.101 0.0008 0.008
112.3	0.108 0.0008 0.008
112.3	0.115 0.0008 0.008
112.3	0.121 0.0008 0.008
112.4	0.126 0.0008 0.008
112.4	0.130 0.0008 0.008
112.4	0.133 0.0008 0.008
112.5	0.135 0.0008 0.008
112.5	0.136 0.0008 0.008
112.5	0.136 0.0008 0.008
112.6	0.135 0.0008 0.008
112.6	0.133 0.0008 0.008
112.6	0.130 0.0008 0.008
112.7	0.126 0.0008 0.008
112.7	0.121 0.0008 0.008
112.7	0.115 0.0008 0.008
112.8	0.108 0.0008 0.008
112.8	0.101 0.0008 0.008
112.8	9.241E-2 0.0008 0.008
112.9	8.384E-2 0.0008 0.008
112.9	7.439E-2 0.0008 0.008
112.9	6.449E-2 0.0008 0.008
113.0	5.398E-2 0.0008 0.008
113.0	4.264E-2 0.0008 0.008
113.0	3.116E-2 0.0008 0.008
113.1	1.964E-2 0.0008 0.008
113.1	8.320E-3 0.0008 0.008
113.1	-3.631E-3 0.0008 0.008
113.2	-1.507E-2 0.0008 0.008
113.2	-2.648E-2 0.0008 0.008
113.2	-3.767E-2 0.0008 0.008
113.3	-4.913E-2 0.0008 0.008
113.3	-5.979E-2 0.0008 0.008
113.3	-7.009E-2 0.0008 0.008
113.4	-8.010E-2 0.0008 0.008
113.4	-8.943E-2 0.0008 0.008
113.4	-9.745E-2 0.0008 0.008
113.5	-0.105 0.0008 0.008
113.5	-0.112 0.0008 0.008
113.5	-0.118 0.0008 0.008
113.6	-0.124 0.0008 0.008
113.6	-0.128 0.0008 0.008
113.6	-0.131 0.0008 0.008
113.7	-0.134 0.0008 0.008
113.7	-0.135 0.0008 0.008
113.7	-0.135 0.0008 0.008
113.8	-0.135 0.0008 0.008
113.8	-0.132 0.0008 0.008
113.8	-0.130 0.0008 0.008
113.9	-0.126 0.0008 0.008
113.9	-0.122 0.0008 0.008
113.9	-0.116 0.0008 0.008
114.0	-0.110 0.0008 0.008
114.0	-0.102 0.0008 0.008
114.0	-9.427E-2 0.0008 0.008
114.1	-8.619E-2 0.0008 0.008
114.1	-7.647E-2 0.0008 0.008
114.1	-6.640E-2 0.0008 0.008
114.2	-5.610E-2 0.0008 0.008
114.2	-4.507E-2 0.0008 0.008
114.2	-3.387E-2 0.0008 0.008
114.3	-2.278E-2 0.0008 0.008
114.3	-1.128E-2 0.0008 0.008
114.3	2.297E-4 0.0008 0.008
114.4	1.205E-2 0.0008 0.008
114.4	2.372E-2 0.0008 0.008
114.4	3.495E-2 0.0008 0.008
114.5	4.618E-2 0.0008 0.008
114.5	5.691E-2 0.0008 0.008
114.5	6.730E-2 0.0008 0.008
114.6	7.740E-2 0.0008 0.008
114.6	8.642E-2 0.0008 0.008
114.6	9.491E-2 0.0008 0.008
114.7	0.103 0.0008 0.008
114.7	0.110 0.0008 0.008
114.7	0.116 0.0008 0.008
114.8	0.121 0.0008 0.008
114.8	0.126 0.0008 0.008
114.8	0.130 0.0008 0.008
114.9	0.132 0.0008 0.008
114.9	0.134 0.0008 0.008
114.9	0.134 0.0008 0.008
115.0	0.134 0.0008 0.008
115.0	0.133 0.0008 0.008
115.0	0.130 0.0008 0.008
115.1	0.127 0.0008 0.008
115.1	0.123 0.0008 0.008
115.1	0.118 0.0008 0.008
115.2	0.111 0.0008 0.008
115.2	0.104 0.0008 0.008
115.2	9.692E-2 0.0008 0.008
115.3	8.853E-2 0.0008 0.008
115.3	7.958E-2 0.0008 0.008
115.3	6.986E-2 0.0008 0.008
115.4	5.978E-2 0.0008 0.008
115.4	4.905E-2 0.0008 0.008
115.4	3.855E-2 0.0008 0.008
115.5	2.717E-2 0.0008 0.008
115.5	1.585E-2 0.0008 0.008
115.5	4.336E-3 0.0008 0.008
115.6	-6.788E-3 0.0008 0.008
115.6	-1.854E-2 0.0008 0.008
115.6	-3.043E-2 0.0008 0.008
115.7	-4.172E-2 0.0008 0.008
115.7	-5.246E-2 0.0008 0.008
115.7	-6.278E-2 0.0008 0.008
115.8	-7.325E-2 0.0008 0.008
115.8	-8.239E-2 0.0008 0.008
115.8	-9.138E-2 0.0008 0.008
115.9	-9.976E-2 0.0008 0.008
115.9	-0.107 0.0008 0.008
115.9	-0.114 0.0008 0.008
116.0	-0.120 0.0008 0.008
116.0	-0.124 0.0008 0.008
116.0	-0.128 0.0008 0.008
116.1	-0.131 0.0008 0.008
116.1	-0.133 0.0008 0.008
116.1	-0.134 0.0008 0.008
116.2	-0.133 0.0008 0.008
116.2	-0.132 0.0008 0.008
116.2	-0.130 0.0008 0.008
116.3	-0.127 0.0008 0.008
116.3	-0.123 0.0008 0.008
116.3	-0.117 0.0008 0.008
116.4	-0.112 0.0008 0.008
116.4	-0.105 0.0008 0.008
116.4	-9.709E-2 0.0008 0.008
116.5	-8.875E-2 0.0008 0.008
116.5	-7.970E-2 0.0008 0.008
116.5	-6.994E-2 0.0008 0.008
116.6	-5.966E-2 0.0008 0.008
116.6	-4.932E-2 0.0008 0.008
116.6	-3.842E-2 0.0008 0.008
116.7	-2.713E-2 0.0008 0.008
116.7	-1.569E-2 0.0008 0.008
116.7	-4.494E-3 0.0008 0.008
116.8	6.942E-3 0.0008 0.008
116.8	1.829E-2 0.0008 0.008
116.8	2.974E-2 0.0008 0.008
116.9	4.091E-2 0.0008 0.008
116.9	5.164E-2 0.0008 0.008
116.9	6.220E-2 0.0008 0.008
117.0	7.214E-2 0.0008 0.008
117.0	8.130E-2 0.0008 0.008
117.0	9.020E-2 0.0008 0.008
117.1	9.802E-2 0.0008 0.008
117.1	0.105 0.0008 0.008
117.1	0.112 0.0008 0.008
117.2	0.118 0.0008 0.008
117.2	0.123 0.0008 0.008
117.2	0.127 0.0008 0.008
117.3	0.130 0.0008 0.008
117.3	0.132 0.0008 0.008
117.3	0.133 0.0008 0.008
117.4	0.134 0.0008 0.008
117.4	0.133 0.0008 0.008
117.4	0.131 0.0008 0.008
117.5	0.128 0.0008 0.008
117.5	0.124 0.0008 0.008
117.5	0.119 0.0008 0.008
117.6	0.114 0.0008 0.008
117.6	0.107 0.0008 0.008
117.6	9.958E-2 0.0008 0.008
117.7	9.174E-2 0.0008 0.008
117.7	8.265E-2 0.0008 0.008
117.7	7.354E-2 0.0008 0.008
117.8	6.368E-2 0.0008 0.008
117.8	5.321E-2 0.0008 0.008
117.8	4.249E-2 0.0008 0.008
117.9	3.119E-2 0.0008 0.008
117.9	1.995E-2 0.0008 0.008
117.9	8.461E-3 0.0008 0.008
118.0	-3.156E-3 0.0008 0.008
118.0	-1.428E-2 0.0008 0.008
118.0	-2.568E-2 0.0008 0.008
118.1	-3.682E-2 0.0008 0.008
118.1	-4.812E-2 0.0008 0.008
118.1	-5.892E-2 0.0008 0.008
118.2	-6.886E-2 0.0008 0.008
118.2	-7.861E-2 0.0008 0.008
118.2	-8.762E-2 0.0008 0.008
118.3	-9.592E-2 0.0008 0.008
118.3	-0.104 0.0008 0.008
118.4	-0.111 0.0008 0.008
118.4	-0.117 0.0008 0.008
118.4	-0.122 0.0008 0.008
118.5	-0.126 0.0008 0.008
118.5	-0.129 0.0008 0.008
118.5	-0.131 0.0008 0.008
118.6	-0.133 0.0008 0.008
118.6	-0.133 0.0008 0.008
118.6	-0.132 0.0008 0.008
118.7	-0.130 0.0008 0.008
118.7	-0.128 0.0008 0.008
118.7	-0.124 0.0008 0.008
118.8	-0.119 0.0008 0.008
118.8	-0.114 0.0008 0.008
118.8	-0.107 0.0008 0.008
118.9	-0.101 0.0008 0.008
118.9	-9.293E-2 0.0008 0.008
118.9	-8.446E-2 0.0008 0.008
119.0	-7.560E-2 0.0008 0.008
119.0	-6.592E-2 0.0008 0.008
119.0	-5.508E-2 0.0008 0.008
119.1	-4.456E-2 0.0008 0.008
119.1	-3.341E-2 0.0008 0.008
119.1	-2.207E-2 0.0008 0.008
119.2	-1.054E-2 0.0008 0.008
119.2	7.692E-4 0.0008 0.008
119.2	1.218E-2 0.0008 0.008
119.3	2.353E-2 0.0008 0.008
119.3	3.499E-2 0.0008 0.008
119.3	4.552E-2 0.0008 0.008
119.4	5.602E-2 0.0008 0.008
119.4	6.608E-2 0.0008 0.008
119.4	7.557E-2 0.0008 0.008
119.5	8.482E-2 0.0008 0.008
119.5	9.325E-2 0.0008 0.008
119.5	0.101 0.0008 0.008
119.6	0.108 0.0008 0.008
119.6	0.114 0.0008 0.008
119.6	0.119 0.0008 0.008
119.7	0.124 0.0008 0.008
119.7	0.127 0.0008 0.008
119.7	0.130 0.0008 0.008
119.8	0.131 0.0008 0.008
119.8	0.132 0.0008 0.008
119.8	0.132 0.0008 0.008
119.9	0.131 0.0008 0.008
119.9	0.128 0.0008 0.008
119.9	0.125 0.0008 0.008
120.0	0.121 0.0008 0.008
120.0	0.115 0.0008 0.008
120.0	0.109 0.0008 0.008
120.1	0.102 0.0008 0.008
120.1	9.464E-2 0.0008 0.008
120.1	8.646E-2 0.0008 0.008
120.2	7.728E-2 0.0008 0.008
120.2	6.763E-2 0.0008 0.008
120.2	5.772E-2 0.0008 0.008
120.3	4.704E-2 0.0008 0.008
120.3	3.635E-2 0.0008 0.008
120.3	2.509E-2 0.0008 0.008
120.4	1.374E-2 0.0008 0.008
120.4	2.364E-3 0.0008 0.008
120.4	-9.142E-3 0.0008 0.008
120.5	-2.041E-2 0.0008 0.008
120.5	-3.140E-2 0.0008 0.008
120.5	-4.238E-2 0.0008 0.008
120.5	-5.275E-2 0.0008 0.008
120.6	-6.341E-2 0.0008 0.008
120.6	-7.312E-2 0.0008 0.008
120.7	-8.253E-2 0.0008 0.008
120.7	-9.069E-2 0.0008 0.008
120.7	-9.857E-2 0.0008 0.008
120.8	-0.105 0.0008 0.008
120.8	-0.112 0.0008 0.008
120.8	-0.117 0.0008 0.008
120.9	-0.121 0.0008 0.008
120.9	-0.125 0.0008 0.008
120.9	-0.128 0.0008 0.008
121.0	-0.130 0.0008 0.008
121.0	-0.131 0.0008 0.008
121.0	-0.130 0.0008 0.008
121.0	-0.129 0.0008 0.008
121.1	-0.127 0.0008 0.008
121.1	-0.124 0.0008 0.008
121.2	-0.120 0.0008 0.008
121.2	-0.115 0.0008 0.008
121.2	-0.108 0.0008 0.008
121.3	-0.102 0.0008 0.008
121.3	-9.437E-2 0.0008 0.008
121.3	-8.641E-2 0.0008 0.008
121.4	-7.731E-2 0.0008 0.008
121.4	-6.826E-2 0.0008 0.008
121.4	-5.844E-2 0.0008 0.008
121.5	-4.842E-2 0.0008 0.008
121.5	-3.778E-2 0.0008 0.008
121.5	-2.696E-2 0.0008 0.008
121.5	-1.569E-2 0.0008 0.008
121.6	-4.502E-3 0.0008 0.008
121.6	6.907E-3 0.0008 0.008
121.7	1.819E-2 0.0008 0.008
121.7	2.939E-2 0.0008 0.008
121.7	4.034E-2 0.0008 0.008
121.8	5.094E-2 0.0008 0.008
121.8	6.084E-2 0.0008 0.008
121.8	7.057E-2 0.0008 0.008
121.9	7.974E-2 0.0008 0.008
121.9	8.805E-2 0.0008 0.008
121.9	9.606E-2 0.0008 0.008
122.0	0.104 0.0008 0.008
122.0	0.110 0.0008 0.008
122.0	0.115 0.0008 0.008
122.0	0.120 0.0008 0.008
122.1	0.124 0.0008 0.008
122.1	0.127 0.0008 0.008
122.2	0.129 0.0008 0.008
122.2	0.130 0.0008 0.008
122.2	0.130 0.0008 0.008
122.3	0.129 0.0008 0.008
122.3	0.127 0.0008 0.008
122.3	0.124 0.0008 0.008
122.4	0.120 0.0008 0.008
122.4	0.115 0.0008 0.008
122.4	0.110 0.0008 0.008
122.5	0.104 0.0008 0.008
122.5	9.633E-2 0.0008 0.008
122.5	8.848E-2 0.0008 0.008
122.6	8.022E-2 0.0008 0.008
122.6	7.131E-2 0.0008 0.008
122.6	6.160E-2 0.0008 0.008
122.7	5.153E-2 0.0008 0.008
122.7	4.081E-2 0.0008 0.008
122.7	3.019E-2 0.0008 0.008
122.8	1.895E-2 0.0008 0.008
122.8	7.896E-3 0.0008 0.008
122.8	-3.606E-3 0.0008 0.008
122.9	-1.510E-2 0.0008 0.008
122.9	-2.581E-2 0.0008 0.008
122.9	-3.691E-2 0.0008 0.008
123.0	-4.729E-2 0.0008 0.008
123.0	-5.816E-2 0.0008 0.008
123.0	-6.783E-2 0.0008 0.008
123.1	-7.702E-2 0.0008 0.008
123.1	-8.599E-2 0.0008 0.008
123.1	-9.376E-2 0.0008 0.008
123.2	-0.101 0.0008 0.008
123.2	-0.108 0.0008 0.008
123.2	-0.113 0.0008 0.008
123.3	-0.119 0.0008 0.008
123.3	-0.123 0.0008 0.008
123.3	-0.126 0.0008 0.008
123.4	-0.128 0.0008 0.008
123.4	-0.130 0.0008 0.008
123.4	-0.130 0.0008 0.008
123.5	-0.129 0.0008 0.008
123.5	-0.127 0.0008 0.008
123.5	-0.125 0.0008 0.008
123.6	-0.121 0.0008 0.008
123.6	-0.116 0.0008 0.008
123.6	-0.111 0.0008 0.008
123.7	-0.105 0.0008 0.008
123.7	-9.758E-2 0.0008 0.008
123.7	-9.010E-2 0.0008 0.008
123.8	-8.158E-2 0.0008 0.008
123.8	-7.279E-2 0.0008 0.008
123.8	-6.304E-2 0.0008 0.008
123.9	-5.289E-2 0.0008 0.008
123.9	-4.261E-2 0.0008 0.008
123.9	-3.181E-2 0.0008 0.008
124.0	-2.098E-2 0.0008 0.008
124.0	-9.768E-3 0.0008 0.008
124.0	1.476E-3 0.0008 0.008
124.1	1.286E-2 0.0008 0.008
124.1	2.361E-2 0.0008 0.008
124.1	3.425E-2 0.0008 0.008
124.2	4.478E-2 0.0008 0.008
124.2	5.518E-2 0.0008 0.008
124.2	6.518E-2 0.0008 0.008
124.3	7.453E-2 0.0008 0.008
124.3	8.270E-2 0.0008 0.008
124.3	9.091E-2 0.0008 0.008
124.4	9.842E-2 0.0008 0.008
124.4	0.105 0.0008 0.008
124.4	0.111 0.0008 0.008
124.5	0.117 0.0008 0.008
124.5	0.121 0.0008 0.008
124.5	0.124 0.0008 0.008
124.6	0.127 0.0008 0.008
124.6	0.128 0.0008 0.008
124.6	0.129 0.0008 0.008
124.7	0.128 0.0008 0.008
124.7	0.127 0.0008 0.008
124.7	0.124 0.0008 0.008
124.8	0.121 0.0008 0.008
124.8	0.117 0.0008 0.008
124.8	0.111 0.0008 0.008
124.9	0.105 0.0008 0.008
